0,1,2,3,4,5,/home/incoming/LLM/llama3/llama3-8b-instruct_correct,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceA_probs,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceB_probs,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceC_probs,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceD_probs
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,True,0.031648472,0.11667326,0.40091616,0.45076215
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.37133437,0.49579644,0.084160686,0.04870847
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.1573804,0.25545362,0.5080302,0.07913584
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.23506312,0.20263706,0.20106015,0.36123964
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.23075269,0.049322374,0.19583727,0.5240877
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.2297435,0.38776556,0.29731017,0.08518079
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.92686516,0.004480689,0.0030675237,0.06558655
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.0051839133,0.0065275324,0.96123266,0.02705587
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,True,0.47767466,0.29892117,0.11082943,0.11257474
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.33789283,0.22159553,0.26521513,0.17529649
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,True,0.16808991,0.35032946,0.43941158,0.04216905
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.3407102,0.17401773,0.24926892,0.23600306
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.1679606,0.29478002,0.29478002,0.24247944
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,True,0.032255545,0.8889991,0.049376335,0.029369008
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.43276846,0.3292329,0.18906255,0.0489361
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.06631464,0.066834755,0.65937054,0.20748013
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,True,0.3884817,0.2886951,0.1670839,0.15573932
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.20499007,0.3890028,0.26945436,0.13655283
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.39638895,0.21052058,0.2461235,0.14696705
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.065314986,0.2859406,0.46412736,0.18461712
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,True,0.0022864423,0.0045117475,0.8108563,0.18234551
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.033544037,0.4054699,0.24023297,0.32075307
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,True,0.021198865,0.10978006,0.811171,0.057850026
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,True,0.75778043,0.012836192,0.15637684,0.07300661
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.1637246,0.2021729,0.43814978,0.1959527
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,True,0.21000287,0.1635504,0.50772184,0.11872486
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.42175478,0.4055976,0.14349483,0.029152745
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,True,0.12678382,0.16927862,0.5771536,0.12678382
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.38238513,0.21449861,0.2062813,0.19683501
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.9630327,0.018997477,0.005704077,0.012265692
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,True,0.27704045,0.18745494,0.34209928,0.1934054
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.23488009,0.30634138,0.3553622,0.103416294
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.1257914,0.25212815,0.43905511,0.1830254
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.10079642,0.16489193,0.46245086,0.27186084
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.8517943,0.13372461,0.003883435,0.010597587
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.25981066,0.52483195,0.13166563,0.08369177
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.29175645,0.23627158,0.2730113,0.1989606
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.72715205,0.1660972,0.056291405,0.05045929
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.1420453,0.2737995,0.43412545,0.15002975
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,True,0.6235385,0.049997497,0.2724038,0.054060187
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.24283701,0.16431174,0.0706696,0.52218163
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,True,0.34732988,0.3555666,0.21231851,0.084785014
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.522146,0.026097864,0.025593085,0.42616314
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.004202327,0.004137176,0.98888296,0.0027775688
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.24370801,0.22539306,0.4697595,0.061139517
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.06499809,0.2590887,0.33267644,0.34323674
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.8033559,0.18494302,0.009725344,0.0019758234
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.30617192,0.08979994,0.28316274,0.32086542
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,True,0.09496416,0.28351066,0.5014792,0.12004595
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.87849003,0.011188912,0.094418384,0.01590265
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.6668719,0.083795495,0.058270615,0.191062
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.40431687,0.19399334,0.10588517,0.29580456
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.1536279,0.59585786,0.042163912,0.20835033
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.61806345,0.22384775,0.051936854,0.106152035
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.049786866,0.11943248,0.42674586,0.40403485
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.6750627,0.2369693,0.03944715,0.048520826
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.08409223,0.1836743,0.51916754,0.21306592
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.22118056,0.27526367,0.35621765,0.14733802
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.0011765964,0.0012771833,0.00048381824,0.9970624
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,True,0.006983619,0.0074631204,0.39959133,0.58596194
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,True,0.06672305,0.049973257,0.567463,0.31584072
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.50038,0.30587614,0.07673576,0.11700805
