0,1,2,3,4,5,/home/incoming/LLM/llama3/llama3-8b-instruct_correct,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceA_probs,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceB_probs,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceC_probs,/home/incoming/LLM/llama3/llama3-8b-instruct_choiceD_probs
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.29831633,0.0421453,0.26740903,0.39212942
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,True,0.08019267,0.020434907,0.89649665,0.0028757313
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.711071,0.23911116,0.018330552,0.031487316
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.19975424,0.7137447,0.080079935,0.0064210896
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,False,0.46786213,0.26244685,0.26244685,0.007244227
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,True,0.6439656,0.22081667,0.06760886,0.06760886
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.05254259,0.50242007,0.2953575,0.1496799
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.8897044,0.0043347785,0.104612626,0.0013481076
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,True,0.08040094,0.32680693,0.53881353,0.053978637
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.64204866,0.06846912,0.15490144,0.1345807
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.7016308,0.22077791,0.060830712,0.016760623
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.931349,0.0016498701,0.012577966,0.054423187
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.4423886,0.366753,0.1343949,0.056463532
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.025272112,0.009517564,0.009443499,0.95576686
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.017443212,0.013906941,0.0050564734,0.9635933
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,True,0.95717466,0.034593765,0.006154053,0.0020775169
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.4757974,0.03905583,0.4757974,0.009349329
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,True,0.13474248,0.03598323,0.46300623,0.36626807
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.0014547374,0.0010601593,0.003055713,0.99442947
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.9936581,0.0015443395,0.0017914652,0.003006005
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.6009965,0.17558448,0.21262427,0.010794728
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.038271002,0.053550754,0.07376929,0.834409
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.48633564,0.47879568,0.011216297,0.023652328
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.4630226,0.41830605,0.08836941,0.030301988
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.31720048,0.29914856,0.15338813,0.23026285
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,True,0.87797135,0.04303393,0.031731233,0.047263533
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.34590015,0.57927376,0.07250461,0.0023215704
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.66112643,0.06419427,0.27026793,0.0044113444
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,True,0.8775994,0.0413678,0.042019244,0.03901355
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,True,0.83815,0.013028439,0.03583243,0.112989046
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.96360475,0.0036420845,0.021708686,0.0110444855
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.9878775,0.0026788898,0.006975707,0.002467909
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.011891988,0.0015782767,0.9861748,0.00035492316
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.0008817812,0.99768615,0.000979863,0.00045213252
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.36750624,0.51826686,0.01873096,0.09549596
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.5540266,0.117499195,0.009078278,0.3193959
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,False,0.48065576,0.045589734,0.28256294,0.19119166
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.50105935,0.30629143,0.10139952,0.09124969
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,True,0.0076596206,0.00043893122,0.0003769072,0.9915245
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.12049067,0.79186016,0.03205181,0.055597313
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,True,0.004549495,0.0013085535,0.9939977,0.00014425744
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.03933072,0.5779607,0.3790359,0.0036726452
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,True,0.026893241,0.019294957,0.9517299,0.0020819008
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.44285384,0.102750346,0.13039699,0.3239988
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.13900264,0.42317003,0.09780056,0.34002668
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,True,0.32133,0.028297717,0.44612253,0.20424977
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.65853524,0.221445,0.10378919,0.016230514
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,True,0.3453037,0.004502265,0.0050818445,0.6451122
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,True,0.99353164,0.0020376819,0.0013895783,0.0030410516
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.32334682,0.41844186,0.24217558,0.016035728
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.4335069,0.0144336745,0.5480041,0.004055333
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.6881125,0.27371225,0.028624555,0.009550644
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,True,0.012777501,0.008153662,0.6682866,0.31078213
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.002893191,0.0019048273,0.11070747,0.88449454
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.0010674135,0.9973304,0.001425184,0.0001769945
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.0048665744,0.003505262,0.002480753,0.9891474
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.7322836,0.09568023,0.0054190354,0.16661721
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.064535946,0.88741803,0.040861618,0.0071843844
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.021086596,0.095991775,0.013883051,0.8690386
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.10823933,0.2038037,0.1467943,0.5411626
A capacitor can store,charge,energy,Both of these,Neither of these,C,True,0.029548539,0.054136194,0.91564435,0.00067090883
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.3448749,0.24647097,0.14832884,0.26032522
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,True,0.7307234,0.18766528,0.035261262,0.046350054
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.05949669,0.21762985,0.07820693,0.64466655
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.5033336,0.05081972,0.14995207,0.29589456
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,True,0.9202462,0.0031669412,0.075538404,0.0010484338
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,True,0.084914386,0.26155472,0.56243104,0.09109984
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,True,0.061968688,0.24605018,0.68469465,0.0072863605
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,True,0.8460997,0.088139296,0.058029395,0.0077316687
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,True,0.0037575092,0.034284517,0.9598001,0.0021577561
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,True,0.1674145,0.76211524,0.049102515,0.02136767
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,False,0.15541719,0.15122508,0.3937832,0.29957446
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.009933135,0.8465663,0.015688177,0.1278124
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,True,0.9969013,0.0010003549,0.00040339128,0.0016950269
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.42988253,0.17780714,0.2797299,0.11258047
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.05005088,0.05286427,0.08614301,0.8109419
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.67955446,0.25995275,0.014608355,0.04588439
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.14291237,0.4577367,0.10496614,0.29438484
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,True,0.3436318,0.18393286,0.18977152,0.28266382
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.9753203,0.022231627,0.0014520847,0.000996055
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,True,0.04248152,0.07662419,0.8302488,0.0506455
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.2799086,0.42680964,0.09787409,0.19540769
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,True,0.040503427,0.050407328,0.07626385,0.8328254
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,False,0.24164163,0.2825077,0.343442,0.13240868
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,True,0.6693181,0.19478266,0.062256284,0.07364293
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.019867487,0.295392,0.539081,0.14565954
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.004468364,0.027372047,0.9425461,0.025613412
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,False,0.81527805,0.15438765,0.019323882,0.011010416
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.0035757995,0.0007978687,0.9953506,0.00027573606
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.14362103,0.31863716,0.036455207,0.5012866
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,True,0.047629163,0.12162533,0.82469016,0.0060553686
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.99401265,0.0019188959,0.0019151517,0.0021532627
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,False,0.0860482,0.10920085,0.7881996,0.016551392
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,True,0.0023220042,0.9971794,0.00017456467,0.00032422444
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.0055571236,0.9870968,0.002574227,0.004771863
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.0791991,0.5990844,0.26377326,0.0579433
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.18859296,0.70896757,0.04514608,0.057293363
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.006713359,0.0070630764,0.984743,0.0014805011
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.74500555,0.025492687,0.08165101,0.14785089
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.10984436,0.04970451,0.6861496,0.15430145
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.0016062836,0.9939208,0.00044257764,0.0040303166
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.023532161,0.023349032,0.9326738,0.020445095
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,True,0.3057647,0.3130157,0.19284338,0.18837616
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,True,0.07473915,0.30857742,0.42508337,0.1916001
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,True,0.013011927,0.9485446,0.03322712,0.0052163806
Sound travels in,solids,liquids,gases,All of these,D,True,0.00537726,0.002250349,0.006904539,0.98546785
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.03407887,0.55431885,0.07800731,0.33359495
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,True,0.9550574,0.008360266,0.03070027,0.0058821817
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.0024547891,0.001089306,0.99033254,0.006123313
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,True,0.28453583,0.04147446,0.6667543,0.007235389
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.9985807,0.00041043403,0.0007504934,0.0002583524
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,True,0.0010373396,0.0013062077,0.0015572312,0.99609923
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.62610424,0.35674345,0.016298603,0.0008537308
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.8857311,0.006923012,0.08667753,0.020668296
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,False,0.9351964,0.044776976,0.013133044,0.006893647
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,True,0.75263345,0.062998414,0.11678061,0.067587435
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.98954296,0.0035688493,0.000876294,0.0060118204
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.01699273,0.14679477,0.25562793,0.5805846
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,True,0.00071379973,0.0011814629,0.0008215785,0.9972831
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.65168256,0.30306053,0.044695377,0.00056153396
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,True,0.4987223,0.45409185,0.017814597,0.029371306
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.124237165,0.69023776,0.18076402,0.0047610756
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,True,0.72132117,0.17199937,0.08581366,0.02086589
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,True,0.34877244,0.050442092,0.07721604,0.52356946
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,True,0.0011399618,0.0011715626,0.0010060128,0.99668247
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.691129,0.11963199,0.10765714,0.08158193
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,True,0.020289352,0.4423615,0.34857246,0.18877672
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,True,0.34603214,0.46201354,0.11322129,0.07873305
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.23264645,0.7110249,0.0432037,0.0131250145
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.7433602,0.04017368,0.10379634,0.11266986
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.9843439,0.010977872,0.0028862094,0.0017920883
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.37852412,0.16536494,0.40136594,0.054745004
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.012118128,0.016116744,0.9702124,0.0015527304
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.043040063,0.7028195,0.05356422,0.20057613
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,True,0.00011612634,0.99971515,6.191562e-05,0.00010677186
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.5088763,0.16456386,0.18358427,0.14297557
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.91246456,0.07849416,0.0066477223,0.0023935793
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.34171793,0.051793613,0.5950664,0.011422077
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.85623956,0.053053465,0.04774295,0.042964004
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.037272144,0.13474749,0.052562147,0.7754182
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.06078743,0.107522,0.53131324,0.30037728
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,True,0.9049263,0.063784465,0.0058181277,0.025471011
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,True,0.25057232,0.29524636,0.260554,0.1936273
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.00042956384,0.99726355,0.0018370115,0.00046994427
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,True,0.0033405505,0.0067745084,0.003905499,0.9859795
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.000449026,0.0036725563,0.99470925,0.0011692432
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.010333076,0.036348846,0.9522118,0.0011062489
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.6347687,0.03111331,0.25052863,0.08358942
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.025486214,0.7928528,0.009523502,0.17213754
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,True,0.07447492,0.009655171,0.9108413,0.0050286413
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.08656546,0.5644777,0.29284716,0.05610961
