0,1,2,3,4,5,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_correct,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceA_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceB_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceC_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceD_probs
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,True,0.14379328,0.08161152,0.09393428,0.6806609
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,True,0.94103414,0.0080466885,0.043330397,0.0075887498
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.106418386,0.033880755,0.15483785,0.70486295
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,True,0.020464368,0.0077673974,0.97074145,0.0010268518
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.6169196,0.3276435,0.012122354,0.043314554
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.17600238,0.7181996,0.09059827,0.015199747
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.25999033,0.33645248,0.39954722,0.0040099127
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.25372055,0.6529797,0.03712752,0.056172147
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.04704457,0.27498606,0.36146235,0.316507
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.6327013,0.007056186,0.35769686,0.0025456178
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.041051384,0.53444606,0.3450643,0.079438314
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.43584552,0.21241415,0.13086456,0.22087575
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.70647186,0.21715163,0.047330663,0.029045893
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.86715853,0.001548206,0.006367197,0.12492604
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.15275481,0.7118709,0.08635974,0.049014457
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.010432679,0.008514905,0.004522232,0.9765302
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.01933401,0.024922526,0.005805123,0.9499383
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,True,0.8869245,0.09203187,0.013002005,0.008041655
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.8781346,0.023401495,0.08199892,0.016465008
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,True,0.06291314,0.019796498,0.58764917,0.3296413
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.0010896594,0.0015306753,0.002848529,0.9945312
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.9926277,0.001965499,0.0016551163,0.003751781
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.5593563,0.11187829,0.3212113,0.007554165
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.017690564,0.018539552,0.02761458,0.9361553
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.30396193,0.6796582,0.00709287,0.009287053
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.4304298,0.3624582,0.15650149,0.050610505
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.3635867,0.28095803,0.12614399,0.22931126
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,True,0.80542797,0.10081113,0.03403234,0.05972862
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.28028542,0.66194564,0.054335807,0.0034331034
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.5117629,0.10560825,0.37735033,0.0052785045
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,True,0.77334154,0.14083596,0.037905484,0.04791702
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,True,0.7496906,0.0155593315,0.04519863,0.18955147
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.9766119,0.003929312,0.011237379,0.008221442
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.96809196,0.011765492,0.011226711,0.008915818
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.017458705,0.00502158,0.9758178,0.0017018458
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.0010059882,0.9927725,0.0047805905,0.0014410116
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.3168683,0.5604829,0.020177739,0.102471024
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.67844063,0.06434944,0.007625636,0.24958436
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.13727553,0.042525973,0.5471935,0.27300498
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.44623518,0.3475283,0.1268536,0.07938295
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,True,0.004465842,0.0003566908,0.00021215946,0.99496526
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.08903591,0.8580521,0.027798366,0.025113732
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,True,0.008230529,0.0023858822,0.98921597,0.00016751522
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,True,0.058658637,0.24889903,0.68188417,0.010558076
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,True,0.024965724,0.020697312,0.94787496,0.0064620157
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,True,0.31445995,0.12029166,0.21444304,0.35080543
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,False,0.08656736,0.41137967,0.07093075,0.43112218
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.41504607,0.037858605,0.34950382,0.19759154
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.7211277,0.21567765,0.039740816,0.023453858
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,True,0.18418317,0.004117102,0.005369713,0.8063301
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,True,0.9886835,0.0027553975,0.0021669648,0.006393991
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.4009301,0.29562733,0.29332674,0.010115811
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.2559478,0.028716547,0.7122372,0.0030984778
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.63159895,0.33807057,0.016963553,0.013366958
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.006809619,0.004772486,0.3896353,0.5987826
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.00083464605,0.0008153115,0.016375968,0.9819741
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.0014412445,0.99681926,0.0015104113,0.00022893051
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.0010018467,0.0015306204,0.0010276099,0.9964399
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.5419908,0.08847757,0.005656182,0.36387542
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.10359417,0.821222,0.067938715,0.0072450954
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.016533876,0.067732595,0.016533876,0.8991996
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.15549488,0.32155716,0.2563677,0.26658025
A capacitor can store,charge,energy,Both of these,Neither of these,C,True,0.049822852,0.09308135,0.85596013,0.0011356712
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.40371972,0.27531293,0.11476751,0.20619984
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,True,0.54666716,0.22435175,0.04870937,0.18027169
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.0681901,0.15247291,0.07430936,0.7050276
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.4417024,0.060719285,0.11081076,0.38676754
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,True,0.6935246,0.0047095823,0.30062068,0.0011451512
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,True,0.2059632,0.24079539,0.3671691,0.18607225
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,True,0.09202402,0.40761817,0.48785505,0.012502841
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,True,0.5923335,0.22307484,0.15451944,0.030072197
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,True,0.011424191,0.13917515,0.8459165,0.0034841816
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,True,0.3447332,0.49768052,0.08156209,0.07602423
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,False,0.2529849,0.068624005,0.5150517,0.16333933
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.0071318536,0.8504973,0.02079856,0.12157225
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,True,0.9936574,0.0024248448,0.00079806865,0.0031196496
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.33764765,0.11577983,0.25091842,0.29565415
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.04340621,0.040776365,0.077379934,0.8384375
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.49111003,0.38547668,0.017203378,0.10620999
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.21126622,0.6161137,0.120847,0.051773015
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.276719,0.16783854,0.15281874,0.40262374
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.9758421,0.021142168,0.0015196151,0.0014960556
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,True,0.009509744,0.017491097,0.94754976,0.025449393
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,False,0.33913037,0.31858352,0.0941731,0.2481131
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,True,0.072956376,0.08731735,0.07950335,0.7602229
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,False,0.3236086,0.23127265,0.29695997,0.14815882
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,True,0.5208392,0.2598563,0.07802302,0.14128143
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.021965588,0.3788473,0.50189114,0.09729604
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.00524449,0.022603745,0.9611356,0.011016185
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,False,0.7936691,0.16636208,0.02925017,0.010718585
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.0032425846,0.0011835971,0.99518955,0.00038425773
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.082598165,0.3971444,0.041209757,0.47904763
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.31347916,0.55017304,0.12665702,0.0096907355
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.9845687,0.0038544754,0.0053933808,0.0061835414
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,False,0.06277374,0.0844713,0.8464908,0.00626419
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,True,0.0010481529,0.99865013,0.000113094335,0.00018865897
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.009009696,0.97828525,0.0047850134,0.00792003
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.06072765,0.33871162,0.42483956,0.17572127
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.12316846,0.8286543,0.02868923,0.019488081
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.005772411,0.0064900955,0.9860576,0.0016798673
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.61791587,0.04746279,0.100087,0.23453441
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.06995716,0.027395617,0.7882049,0.11444228
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.0002491168,0.9992866,8.1510705e-05,0.00038283702
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.011926525,0.010281308,0.9699092,0.007882952
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,True,0.28445312,0.36524504,0.18948664,0.16081521
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,True,0.19954303,0.34748358,0.35572392,0.09724951
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,True,0.013109558,0.915468,0.053078882,0.01834357
Sound travels in,solids,liquids,gases,All of these,D,True,0.0029011392,0.0013757647,0.0062873582,0.9894357
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.05261498,0.44226405,0.059388146,0.44573277
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,True,0.91417474,0.011066906,0.0626983,0.01206003
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.002578329,0.0007131848,0.98097587,0.015732607
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,True,0.15785274,0.043323435,0.7954039,0.0034199683
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.99781597,0.0007086233,0.00084645627,0.00062903285
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,True,0.0010686645,0.0018107723,0.0025140084,0.99460655
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,True,0.46819538,0.47186747,0.055051036,0.004886057
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.937532,0.006750774,0.042499866,0.013217373
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,False,0.7151842,0.23400737,0.03519209,0.0156163955
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,True,0.67328304,0.10284876,0.10125423,0.12261395
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.98766685,0.0037257469,0.00073543633,0.007872016
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.027268898,0.29088685,0.3169905,0.36485383
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,True,0.0018720947,0.003429885,0.0019315215,0.9927665
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.49847195,0.38821036,0.112096466,0.0012211933
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.31667536,0.5221094,0.036230758,0.12498448
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.12772278,0.6931653,0.16854554,0.010566354
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,True,0.77309704,0.10586062,0.09714317,0.02389913
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.44096738,0.076329894,0.25923133,0.22347139
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,True,0.0011816856,0.0007599791,0.00058726635,0.9974711
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.6747879,0.122888,0.09721242,0.10511168
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,True,0.047859777,0.40862858,0.40229338,0.14121826
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,True,0.293814,0.58431894,0.077852964,0.044014074
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.14558545,0.82479775,0.023489287,0.0061275465
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.687848,0.053666376,0.12924281,0.12924281
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.9576285,0.019874945,0.007198228,0.015298292
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.34031004,0.13642766,0.46152884,0.06173344
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.009962382,0.03715961,0.950901,0.0019770951
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.05166446,0.629402,0.07816583,0.24076772
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,True,0.00013444388,0.9996989,6.629507e-05,0.000100497346
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.5525545,0.10301396,0.26100826,0.08342325
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.5516012,0.43635243,0.009792093,0.002254268
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,True,0.64518654,0.037262112,0.29538792,0.022163477
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.9208767,0.021572512,0.03213216,0.02541863
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.025831694,0.028930126,0.027497696,0.9177405
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.03770366,0.07706128,0.6657079,0.21952716
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,True,0.830133,0.08992083,0.0074100406,0.072536215
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.20954333,0.2909221,0.3401224,0.15941216
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.00052384316,0.99646926,0.002508897,0.0004979059
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,True,0.0026386778,0.0032203714,0.0019005683,0.9922404
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.0004619895,0.0028189956,0.9958216,0.0008974924
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.01778399,0.04039117,0.9410993,0.0007254812
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.5084509,0.046197757,0.07044316,0.3749082
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.04541063,0.7710687,0.018063102,0.16545759
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,True,0.12335018,0.01116388,0.8495568,0.015929176
