0,1,2,3,4,5,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_correct,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceA_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceB_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceC_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceD_probs
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.026237365,0.1096038,0.5394888,0.32467005
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.25490144,0.5926636,0.08947882,0.06295621
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.17895561,0.24269982,0.47148526,0.10685928
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.20416155,0.2443494,0.25210586,0.29938313
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.08241831,0.03893165,0.084372796,0.79427725
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.0738883,0.39943635,0.45617065,0.07050471
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.73394805,0.0072235353,0.005182633,0.25364566
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.009259603,0.025867956,0.72135395,0.24351838
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.35526785,0.39324567,0.14809768,0.103388846
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.24700746,0.23754478,0.288781,0.2266668
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,True,0.15259345,0.3547904,0.43469825,0.057917938
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.29135334,0.17949758,0.29135334,0.23779568
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,False,0.18230286,0.2453153,0.20982932,0.36255252
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,True,0.009398415,0.914764,0.038955346,0.036882184
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.34463236,0.2642388,0.26631126,0.12481757
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.069659814,0.13219109,0.5697434,0.22840573
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,True,0.4704944,0.23657943,0.11711531,0.1758109
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.14959663,0.3267491,0.20447436,0.31917995
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.35706317,0.25518155,0.22170556,0.1660498
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.04207381,0.22923276,0.53716236,0.19153114
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,True,0.0024481327,0.00851151,0.82843995,0.16060041
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.017046181,0.26873848,0.32926527,0.3849501
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,True,0.015566185,0.09170147,0.83019733,0.06253497
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,True,0.53270036,0.018954124,0.24772868,0.20061679
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.14566179,0.18270081,0.43148163,0.2401557
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,True,0.1976278,0.16129911,0.4418953,0.19917783
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,True,0.39701998,0.4714729,0.11111315,0.020393915
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,True,0.053104654,0.07430677,0.6419125,0.2306761
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.28068072,0.18551861,0.22553329,0.30826744
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.95122665,0.018985773,0.005974138,0.023813494
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,True,0.25933158,0.21332034,0.29848883,0.22885932
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,True,0.25849158,0.30220726,0.29985547,0.13944574
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.18984345,0.2515017,0.33843255,0.22022226
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.11574987,0.18352833,0.3885295,0.31219223
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.771247,0.18318722,0.014348332,0.03121746
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.21167654,0.38031384,0.14662404,0.26138562
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.22560279,0.22560279,0.26582506,0.2829693
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.5006783,0.26178572,0.149161,0.08837497
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.123083204,0.2281602,0.39422548,0.25453112
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,True,0.881698,0.036108818,0.037255034,0.04493815
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.1895082,0.1088254,0.04536518,0.6563012
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.36786607,0.291006,0.17788841,0.16323958
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.5226137,0.05772657,0.043235205,0.37642455
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.0036839591,0.0032765812,0.9900328,0.0030067598
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.17374904,0.1953513,0.51871884,0.11218082
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.07010456,0.28607038,0.35324976,0.29057533
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.8526615,0.14138512,0.004856868,0.0010964883
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.29265496,0.07171818,0.26855528,0.36707154
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,True,0.07116343,0.29039124,0.49012798,0.14831732
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.94821984,0.011523981,0.022126455,0.018129766
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.5936778,0.096161045,0.058782067,0.25137898
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.18065222,0.2283658,0.103739835,0.48724213
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,True,0.16464528,0.30880177,0.15406692,0.37248605
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.55536723,0.14715765,0.049099475,0.24837558
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.038491204,0.14987548,0.52721965,0.28441367
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.7583619,0.16921341,0.016624013,0.05580066
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.06274782,0.17190404,0.4636472,0.30170098
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.17337579,0.2333026,0.3968611,0.19646049
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.0010151432,0.00084487716,0.00023830855,0.9979017
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,True,0.012172739,0.012030923,0.42910385,0.5466925
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,True,0.054059017,0.061256897,0.6741913,0.21049279
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.26421988,0.46735734,0.11187773,0.1565451
