0,1,2,3,4,5,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_correct,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceA_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceB_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceC_probs,/home/LAB/lishuo/jerry/DDKC/quan/llama3_8b_v2_choiceD_probs
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.9992409,0.0001457282,0.00034788102,0.00026568977
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.99739516,0.0004954569,0.0016695746,0.0004398087
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,True,0.024332007,0.07151575,0.5409653,0.36318693
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.7463659,0.015982047,0.16849983,0.06915219
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.0029150776,0.9903134,0.0019840314,0.004787413
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.9950368,0.0036027085,0.00074056245,0.0006199728
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,True,0.00023702755,0.00032651922,0.9964222,0.0030143668
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,True,0.00031235346,0.000512976,0.9989379,0.00023669956
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,True,0.014398725,0.92992914,0.009010492,0.046661567
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.9689748,0.020911539,0.0058983704,0.0042153755
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.8469548,0.11965542,0.01037401,0.023015747
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.00044409218,0.00020016801,8.39328e-05,0.9992718
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.0012180783,0.9965564,0.00073305244,0.0014924208
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.9993781,0.00050131377,9.6427815e-05,2.4167424e-05
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.0029365863,0.98985684,0.0052350312,0.001971531
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.010867196,0.029655717,0.9047184,0.054758698
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.008069784,0.9698963,0.0059852526,0.016048681
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.048317846,0.0072949035,0.9260479,0.018339384
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,True,0.049280375,0.22965735,0.4567282,0.264334
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.9997732,0.00013458525,5.5939352e-05,3.63161e-05
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.99336773,0.0043553864,0.001010531,0.0012662526
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.040325776,0.1452187,0.66107404,0.15338151
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.99646723,0.0015947488,0.00082251127,0.0011154907
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.03641063,0.022257373,0.8483542,0.0929778
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.9993278,0.0002220114,0.00012836492,0.0003217653
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,True,0.0015228109,0.003326125,0.9855641,0.00958694
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.0054114987,0.97636706,0.011591185,0.006630307
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.011220807,0.6996515,0.0042257947,0.2849019
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.00038407862,0.00024797983,0.99861896,0.0007490577
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.00882915,0.004972089,0.9852571,0.00094155513
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,True,0.01319623,0.9638607,0.021170048,0.0017728828
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,True,0.015888844,0.09544842,0.69433945,0.19432333
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.08308051,0.8489743,0.03476866,0.033176485
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.28093755,0.2104125,0.21879439,0.28985548
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,True,0.003969429,0.0007371443,0.99432063,0.00097275036
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.006595254,0.9903605,0.0009281265,0.00211622
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.5589539,0.42192054,0.017279217,0.0018462865
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.012875796,0.82188404,0.15203327,0.013206908
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.0016334915,0.0008743449,0.99703133,0.00046074743
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.0057798,0.95321244,0.035683256,0.005324601
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.0004744984,0.00029005506,0.99909186,0.00014358766
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,4.898813e-05,3.366902e-05,2.1611353e-05,0.9998957
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.22034477,0.46103534,0.055929933,0.26269004
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.2606341,0.092569634,0.30951065,0.33728558
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.16443078,0.42318195,0.011726658,0.40066063
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,0.00016298395,9.178354e-05,0.0009002172,0.998845
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.023238637,0.95399654,0.010849268,0.011915589
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.0018287592,0.0010059994,0.00049606425,0.99666923
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.9932783,0.002861659,0.0014875117,0.0023723987
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.0087014185,0.08159494,0.49208048,0.41762328
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.0051221224,0.9761037,0.011408402,0.007365818
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.0032481677,0.0013435005,0.9738098,0.021598464
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.038405925,0.099229015,0.8572079,0.005157228
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.59765905,0.14761136,0.059176262,0.19555329
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.000548126,0.00027028416,0.00037378946,0.9988078
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.00027727778,0.00036733336,0.9989629,0.00039255476
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.06513201,0.8886445,0.011631999,0.034591343
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,6.89277e-05,0.9995789,0.00022250133,0.00012978389
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.0023737666,0.00066175114,0.99579406,0.0011705183
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,True,0.90432525,0.018915877,0.039578374,0.037180442
How many sides does a rhombus have?,4,6,8,10,A,True,0.9952988,0.001898994,0.0015022279,0.0013000699
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.03625634,0.03597419,0.33340707,0.5943624
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,5.8977603e-05,0.9999285,1.0334197e-05,2.1820892e-06
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,5.204265e-05,8.5803826e-05,2.7802069e-05,0.9998343
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.00521198,0.0015895641,0.0038430733,0.9893554
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,True,0.9538244,0.03921555,0.002953928,0.0040061204
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,True,0.0009942877,0.0019851164,0.99667776,0.00034294615
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,True,0.97929066,0.006031434,0.003841308,0.010836524
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,True,0.00020017884,0.00031863776,0.00015529165,0.9993259
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.639771,0.018579295,0.14500022,0.19664946
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,True,0.22370672,0.12258116,0.51206976,0.14164227
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.855235,0.067512564,0.05299122,0.02426115
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,5.5217246e-05,0.00022096274,0.0031718067,0.996552
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.00018521558,0.99976,2.657881e-05,2.8265378e-05
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.9999039,6.942306e-05,1.662484e-05,1.01737305e-05
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.6187579,0.078054056,0.05513283,0.24805526
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,4.7948903e-05,0.9999379,5.230777e-06,8.91307e-06
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.00041540305,0.9988955,0.0004370425,0.00025195468
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,True,0.00028220352,0.00014079655,0.99899346,0.0005835855
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,True,0.00015236746,0.00027109438,0.9978962,0.0016802298
In British currency how many pence make a pound?,10,100,500,1000,B,True,0.00892201,0.9725558,0.0066562244,0.011866003
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.09661021,0.58263415,0.2688415,0.051914115
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,True,0.16921052,0.09092635,0.23862508,0.50123805
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,True,0.026673673,0.0016527277,0.0015465409,0.97012705
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.04332252,0.90481913,0.030243993,0.021614406
How many stars are on the American flag?,13,48,50,51,C,True,0.25113136,0.06424442,0.48596296,0.19866125
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.0034209003,0.0017472248,0.00079061824,0.99404126
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,True,0.0563219,0.100797616,0.7535787,0.08930174
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.8993497,0.016216787,0.064641684,0.019791761
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.50684565,0.3978277,0.029617421,0.06570912
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,True,0.00062475883,0.0015953775,0.99686,0.0009197339
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.25300518,0.3173396,0.2081164,0.22153874
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.9930502,0.0014584056,0.0006625106,0.004828855
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.38372827,0.5432616,0.025909822,0.047100257
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,True,0.039483566,0.019093007,0.9307966,0.010626858
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,True,0.021835143,0.18211065,0.67662317,0.11943108
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.041576236,0.8649615,0.0008603629,0.092601925
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.08817094,0.8766891,0.024772797,0.010367257
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,True,9.75822e-05,0.00023684687,0.00010592447,0.9995596
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.00043295845,0.00017221896,0.00012283919,0.99927205
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.0010738791,0.9878157,0.00026471188,0.010845794
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.25936732,0.027659357,0.31902727,0.39394608
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.0012895725,0.0030814628,0.0006235965,0.9950054
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,4.0926323e-05,9.7985576e-05,8.251213e-05,0.99977857
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.5723287,0.010160051,0.010080985,0.4074302
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.35261926,0.07478428,0.3404379,0.23215845
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,True,0.03676225,0.09498227,0.054119267,0.8141362
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.00031250514,7.718332e-05,0.999423,0.0001873357
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.0046346355,0.96622944,0.010733839,0.018402081
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.2902499,0.20905916,0.061556846,0.4391341
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.00014421137,0.9995196,0.00027473617,6.154186e-05
