0,1,2,3,4,5,C:/Users/HP/Desktop/qwen/qwenModel_correct,C:/Users/HP/Desktop/qwen/qwenModel_choiceA_probs,C:/Users/HP/Desktop/qwen/qwenModel_choiceB_probs,C:/Users/HP/Desktop/qwen/qwenModel_choiceC_probs,C:/Users/HP/Desktop/qwen/qwenModel_choiceD_probs
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.57362115,0.025104897,0.053355083,0.3479188
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.3202562,0.45517582,0.18105642,0.043511596
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.16901357,0.048802994,0.039367784,0.7428156
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.04111057,0.012986645,0.0138783185,0.9320245
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.2618317,0.18278798,0.38096288,0.17441751
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,False,0.19078922,0.25573406,0.500703,0.052773703
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,True,0.071375675,0.25703368,0.46180588,0.20978478
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.007402537,0.007259359,0.02334214,0.961996
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.4098193,0.15313828,0.11787475,0.31916758
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.43230405,0.36120358,0.1726317,0.033860672
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.030108303,0.05002953,0.033067502,0.8867947
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.427981,0.53680843,0.030761573,0.00444897
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.24715477,0.47269586,0.24909322,0.031056123
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.11549164,0.22348724,0.44099867,0.2200224
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,True,0.38225922,0.1696265,0.1791613,0.26895297
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,True,0.26111805,0.3352822,0.35137275,0.052226897
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.36557707,0.30307403,0.28919527,0.04215363
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.33512622,0.3948752,0.25594845,0.014050138
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.20685272,0.07580018,0.6862388,0.031108333
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.6432455,0.009920978,0.3272568,0.019576678
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.7104707,0.17275341,0.10560203,0.011173937
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.42707625,0.12723364,0.401201,0.044489086
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.011928002,0.4915869,0.46542513,0.031059973
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.38538042,0.2547209,0.22567022,0.13422848
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.56375057,0.2106582,0.08249494,0.14309634
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.230477,0.081539586,0.6617174,0.026266022
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.1709678,0.31568867,0.37488958,0.13845395
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,True,0.08734174,0.027916098,0.006060908,0.87868124
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.25874403,0.53507227,0.17576021,0.03042347
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.4579024,0.05708976,0.41368034,0.07132744
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.34383747,0.32553878,0.24669133,0.0839325
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,True,0.095298536,0.22683026,0.6719201,0.0059511056
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,True,0.18593524,0.06655674,0.22603977,0.5214683
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.0885296,0.49765122,0.21740772,0.1964115
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.31737116,0.037171435,0.06626525,0.5791922
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.53974336,0.3738693,0.07107602,0.015311341
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.5267607,0.06003162,0.039678477,0.3735293
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,True,0.86520135,0.06803304,0.04585399,0.020911641
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,True,0.09851219,0.33719084,0.4099198,0.1543772
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.371895,0.022863666,0.58051986,0.024721516
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.5130278,0.44225758,0.04327927,0.0014353716
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.0018110662,0.0009487891,0.06638547,0.9308547
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.004624058,0.0066495812,0.73626137,0.252465
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.044164073,0.9260057,0.023639325,0.0061908225
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.018329917,0.0141642615,0.04554454,0.9219613
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,True,0.23241004,0.5116116,0.01619076,0.23978752
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.032068014,0.8174096,0.14428136,0.0062409993
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.18746775,0.136087,0.112380244,0.5640649
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.04928264,0.30426055,0.6170288,0.029428007
A capacitor can store,charge,energy,Both of these,Neither of these,C,True,0.13867897,0.02850645,0.8201649,0.012649662
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.19978362,0.26158682,0.3411735,0.19745608
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.27530384,0.47568235,0.1346975,0.114316285
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.05978889,0.21955462,0.054865364,0.66579115
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.037308984,0.18436001,0.75820434,0.020126687
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.11473663,0.10611404,0.7659193,0.0132299485
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.1117775,0.48364636,0.31718302,0.08739311
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,True,0.08961059,0.33555508,0.54042107,0.034413274
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,True,0.662425,0.070642084,0.26556107,0.0013719318
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,True,0.01604648,0.19856457,0.7792266,0.0061623496
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.3232635,0.19227688,0.45232692,0.032132693
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,False,0.040467225,0.05842126,0.8822925,0.018819008
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.31115267,0.18652493,0.118100226,0.38422224
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,True,0.96454316,0.004810848,0.005537252,0.025108768
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.30740768,0.35107058,0.26500198,0.07651982
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.19504939,0.22362523,0.32792473,0.2534006
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.49564195,0.38002187,0.0775083,0.046827883
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,True,0.82170767,0.13732113,0.016921284,0.024049994
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,True,0.4354467,0.14585638,0.3136405,0.105056405
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.5382763,0.4291513,0.026799198,0.0057731383
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.14125757,0.39155117,0.35930756,0.10788369
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.39039522,0.42876527,0.11585227,0.064987235
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,True,0.15572554,0.26386532,0.21119516,0.36921397
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,False,0.37190548,0.20618957,0.36329028,0.05861458
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,True,0.5210017,0.2640308,0.19621104,0.01875639
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.046150956,0.091782145,0.84731627,0.014750734
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.113297045,0.27606547,0.58901435,0.02162312
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.22821777,0.39432493,0.34259543,0.03486188
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.029089762,0.013163101,0.92641634,0.031330906
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.40721732,0.4201438,0.077415794,0.095223054
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,True,0.079949416,0.33528736,0.50727355,0.07748964
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.7615481,0.029184408,0.17807919,0.031188233
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,False,0.10661883,0.3606868,0.51666003,0.016034279
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,True,0.016472088,0.98005116,0.002318058,0.0011587831
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.23972656,0.52361095,0.030005297,0.20665722
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.07094107,0.30456385,0.6056975,0.018797511
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,False,0.5486777,0.26325843,0.11322604,0.07483785
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.03757121,0.30609462,0.62317777,0.033156477
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.34290132,0.06647445,0.5675614,0.023062868
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.29185775,0.24385628,0.38664868,0.077637285
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.015202819,0.86648923,0.009854096,0.10845384
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.14047195,0.43607765,0.34767142,0.07577893
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.06903929,0.4035502,0.40671527,0.12069535
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,True,0.063836366,0.27086905,0.388002,0.27729255
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,True,0.04553209,0.88294333,0.055352937,0.016171671
Sound travels in,solids,liquids,gases,All of these,D,True,0.006371634,0.007991821,0.15437056,0.8312659
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.54744554,0.060233682,0.021900576,0.37042016
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,True,0.45068353,0.21455753,0.2887187,0.046040222
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.00666155,0.0017242456,0.83579504,0.15581913
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.52897733,0.25183097,0.1600735,0.05911823
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.99521893,0.0016273406,0.0010925448,0.0020611729
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,True,0.012279309,0.04856561,0.029920407,0.90923464
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,True,0.4685133,0.5065837,0.02217096,0.0027319982
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,True,0.26097447,0.1276866,0.5190097,0.09232917
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.1626505,0.5417088,0.28769937,0.007941264
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,True,0.41131428,0.16424987,0.39555708,0.028878797
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.9857615,0.0047468296,0.0025308891,0.0069607655
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.22940697,0.13277057,0.06781257,0.57000995
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,True,0.067115664,0.099578746,0.01885704,0.81444854
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.20515104,0.16228783,0.6294461,0.003115054
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.096996024,0.85778844,0.034585,0.010630555
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,True,0.038685318,0.36560515,0.5934357,0.0022738532
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.23559095,0.13741899,0.59692085,0.030069256
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,True,0.24848297,0.043348864,0.03272144,0.67544675
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,True,0.096130215,0.04576484,0.39227125,0.46583366
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.73272115,0.105971634,0.13553979,0.025767371
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.10477095,0.20037968,0.18316187,0.51168746
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,True,0.25889388,0.42022622,0.15949988,0.16138002
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.066961125,0.78757286,0.13901487,0.0064512147
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.25633246,0.15127985,0.29735085,0.29503685
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.46867973,0.4136084,0.038773313,0.078938544
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.23676242,0.37834525,0.3338885,0.05100384
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.07650153,0.03529966,0.87210035,0.016098354
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,True,0.17646064,0.22746675,0.19685607,0.39921656
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,True,0.0035228387,0.9844466,0.0063790367,0.0056515136
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,True,0.19788018,0.10885378,0.26941568,0.42385036
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.61018276,0.2997117,0.060890123,0.029215401
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.18838555,0.21263656,0.5780061,0.02097179
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,True,0.14158301,0.09358066,0.74766034,0.01717597
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.19821337,0.17698461,0.47921845,0.14558357
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.050276875,0.1554698,0.63938963,0.15486369
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.38640052,0.5079139,0.09769735,0.007988222
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.0816561,0.28389665,0.3972428,0.2372045
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.004955515,0.9260885,0.0642641,0.004691787
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,True,0.013382438,0.47544715,0.0050595975,0.50611085
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.02422265,0.42270017,0.49806252,0.055014707
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.025221862,0.09481522,0.8685053,0.011457548
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.3007082,0.1477029,0.37132505,0.18026383
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.034931168,0.83971864,0.075702935,0.049647193
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,True,0.08369959,0.018243277,0.88590443,0.012152642
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.09662506,0.14907236,0.74531496,0.00898753
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,False,0.19131036,0.2564326,0.29980007,0.25245696
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,True,0.0694469,0.85600924,0.032422207,0.042121675
